angry,disgust,fear,happy,sad,surprise,neutral
6.002435460686684,6.477608671673352e-07,16.222183406352997,0.0149196523125283,10.101155191659927,66.68258309364319,0.9767249226570128
9.522566557507162e-06,1.6641795281048148e-15,87.32597231864929,1.1171210445581892e-05,4.208683606066188e-05,12.673965096473694,1.4745095769375103e-09
4.946931042582037e-06,2.633512907363397e-16,0.7950416766107082,2.2312581469952075e-10,5.967926313132921e-05,99.20489192008972,1.8056162467972039e-09
7.055035518859592e-05,8.926597515362184e-12,12.36490010409952,0.0001365274865269,87.63320968349038,9.41299941365665e-09,0.0016820872681248
0.0087193955550901,2.6877081831834515e-11,9.325601905584335,0.0006307153398665,9.767455821929616e-05,90.66495299339294,1.3439849233520818e-06
25.428237046494303,9.548588764824957e-05,3.156150693067949,0.0126556049775879,66.49298468190341,0.0161281039772542,4.893751361593686
0.149502707243127,7.696781449093368e-07,0.4218526901663953,0.2047437365200362,0.0014846967108506,99.22226662768524,0.0001518328508159
55.54717514200063,6.903469319116325e-07,0.1887631482266276,23.823587526296823,0.0608823182028423,20.36065133575507,0.0189462076756705
7.30147974081774e-05,2.0334185724113496e-09,0.0003274171831435,5.751975284962184e-10,2.745584584772587,6.59708702596684e-10,97.25401401519775
6.1580691431802,0.0062206676445181,85.12820512820512,0.2870151944169518,1.2825255115345426,5.856763175533007,1.2812010776222391
2.447525039315224,8.549489649567477e-06,30.99779188632965,0.1725824433378875,47.23609983921051,0.0292563257971778,19.116735458374023
0.6570309792179453,2.7970225137830014e-06,18.291544514390495,0.0035602572400648,0.2355776401953482,80.64911846215239,0.1631695292357819
9.9079145436236,0.0003047973859567,19.811255920604225,0.0042381040454969,16.21940828677465,0.0108191793597559,54.04606187618148
0.1993155225703431,1.963042519248551e-09,4.979372693858903,9.331186548960104e-05,93.20542771848604,0.0003403071989872,1.6154552841457894
0.0001597108848727,2.905750455788753e-11,3.627274185419082,3.2926037907600403,93.07951331138612,0.0001025875235427,0.0003474829782135
0.0003294927637398,2.273220278681265e-07,2.133900858461857,97.5212335586548,0.2921106293797493,0.000124442226479,0.052303698612377
4.791359143934199,5.43260885572768e-05,12.424371387026987,0.0121943441619519,79.87887143366763,0.0078931084474631,2.8852600461399582
15.219119515314045,8.040894776000786e-05,1.8122025131824628,0.0650273306048459,0.0563426126836374,82.84669313987412,0.0005391709880043
7.319066800959921,3.913955848597672e-06,54.74904832232574,0.030508996131971,19.00483894405829,18.83872077926645,0.0578142538668815
2.813776768743992,1.7131926988156465e-07,2.583979442715645,0.0011860221093229,89.4538402557373,0.0001168960920949,5.147102475166321
2.563610621564294e-05,6.13858703452097e-10,7.550545036792755,0.000362883724847,0.073607440572232,89.82072472572327,2.554735913872719
8.253320789234987e-06,2.956449023382209e-10,9.1863871469542e-06,99.99839067439922,0.0014614447459775,5.011971060583865e-16,0.0001323251738941
3.896454721689224,1.783838743385502e-07,87.41646409034729,4.7113940127019305e-05,8.120079338550568,0.5612863693386316,0.005669098754879
0.6786548532545567,0.0094443603302352,98.282653093338,0.0036208712117513,0.110435823444277,0.0058511432143859,0.9093391709029676
2.6546327557327036e-14,7.79198905894541e-29,1.69225924939731e-08,9.091745412082021e-09,1.589052232020549e-05,2.1018950469020578e-10,99.99998807907104
2.052522241058341e-06,2.872737386903581e-15,0.000365736968888,1.6812439440627711e-06,99.99877214431764,2.7498012547533257e-10,0.000861083935888
0.0321501080179587,2.0361301620447358e-10,0.055832986254245,0.0003002784296768,25.36123394966125,3.5513841112333466e-05,74.55044984817505
